"","text","is_kelas"
"15875.content","bro mention kamu soal proyek mangkrak kamu",-1
"15876.content","bapak br thn gubernur dki dah ky bgini kece",1
"15877.content","iya fake gnian percaya",-1
"15878.content","sabarr bapak",1
"15879.content","anak gadis belum mau kembali solo stlh libur panjang kuliah dia mau coblos ahokdjarot pilih pertama",1
"15880.content","orang tidak jaga omong bagaimna mungkin janji percaya himawari dai dai dj shoot",-1
"15881.content","putar lebih baik jakarta",1
"15882.content","ahokdjarot harus putar go",1
"15883.content","tuhan serta anda seluruh warga jakarta bapak",1
"15884.content","serang serta keluarga sudah bor",0
"15885.content","bangga punya pemimpin seperti jujur peduli bukti kinerja kerja maju sukses terus",1
"15886.content","manaqiban doa menang pilkada february",1
"15887.content","gubernur dki leaders",1
"15888.content","mari mention nama mereka doa kita kepada kuasa bapak ahokdjarot saiful hidayat dki",1
"15889.content","tanya apakah tidak boleh gubernur hanya minoritas",0
"15890.content","apa belum puas fitnah bapak bapak",-1
"15891.content","mau ngekorin bapak hari sambil motret bikin day in the life of ahokdjarot",1
"15892.content","besar korban semoga buah manis menang bapak ahokdjarot jakarta lebih baik",1
"15893.content","hati tulus bawa mw nolongin orang penuh belas kasih tidak suka adil dia lawan let s fef",1
"15894.content","medan",1
"15895.content","golput aza rame",0
"15896.content","sudah minta maaf bukan semua ajar saling maaf",0
"15897.content","pasal tidak mngharuskan presiden berhntikan jbtnnya",0
"15898.content","makasih tulang",1
"15899.content","balik suai background spya smua aman okay brother",0
"15900.content","semua bakal pake peci tong peci sudah standart nasional sudah tidak lihat sara",0
"15901.content","selamat bapak satu janji lgsg penuh stlh jabat kembali",1
"15902.content","mana bukti tong laporin lo punya bukti kuat jangan pendem",0
"15903.content","turut doa bapak ahokdjarot gubernur dki dua kali",1
"15904.content","bapak tulus hati doa saya menang satu putar pilkada dki besok semoga semesta dukung",1
"15905.content","semoga bapak jaga mulud tiap bicara agar bapak selamat dunia",0
"15906.content","tidak jelas",-1
"15907.content","siap bapak terimakasih atas korban bapak ahokdjarot rakyat jakarta ciayo",1
"15908.content","waaa teman ahokdjarot",1
"15909.content","gitu mari kalah",-1
"15910.content","tidak secute nama kubantu kamu bongkar milik akun hina hisap pantat",-1
"15911.content","abang",0
"15912.content","jangan lupa besok pilih nomer with",1
"15913.content","ayo semua berani suara dukung",1
"15914.content","antasari anas ahokdjarot belum lapor kriminalisasi dia alami",0
"15915.content","ampir ceplos sebut merek tadi ya saking bangga",0
"15916.content","semoga bsk semua jalan lancar gbu",1
"15917.content","rupa dia ta ala tunjuk kpd kita semua rakyat indonesia kasus mmbuka semua tabir topeng busuk",1
"15918.content","kamu kami umat islam tidak pilih paslon tidak saya maaf saya pasti pilih tidak",-1
"15919.content","bapak ahokdjarot tetap kalem ya doa baik tuhan berkat",1
"15920.content","emank rasa rakyat kamu",-1
"15921.content","giat pool gerobak jalan kawi l guntur",0
"15922.content","biasax klw orang suka nyolong uang rakyat pastix radang zdh kembali kerja sebgi gubernur dki",-1
"15923.content","jakarta pilih februari mereka pemimpin luar biasa",1
"15924.content","doa kami manado",1
"15925.content","jika engkau keras diri maka dunia lunak jika engkau lunak diri maka dunia keras",0
"15926.content","murah senyum sapa jujur bersahaja",1
"15927.content","anak jakarta original betawi bsk surat suara saya buat jakarta lebih iman bukan buat mulut sampah",-1
"15928.content","sehrusnya bapak ekor sudah barkali mantik api terus m",-1
"15929.content","kami keluarga besok coblos tidak bapak doa syafaat bapak ahokdjarot bapak ahokdjarot menang telak putar gbu bapak",1
"15930.content","merdeka bagi kuasa sengsara rakyat saya islam lebih pilih pemimpin spenuh hati",1
"15931.content","p btny apakah anak bapak hilang pilih bagaimana bapak apkh gol minoritas tidak jamin konstitusi",-1
"15932.content","bapak slmt malam slmt istirahat mskpn saya bukan ktp jakarta doa smg bapak menang senantiasa curah",1
"15933.content","ajak istri sholat tahajud semua doa malam menang",1
"15934.content","masa kalah saya belum milih",-1
"15935.content","sudah cukup gamau kurang gamau banyak cukup ya nomor",1
"15936.content","kita lihat besok bagaimana hasil kl maha kuasa mau ahokdjarot ahokdjarot menang manusia tidak",0
"15937.content","rasain lo sperti rasa",-1
"15938.content","semoga tuntas jalan keluar tbaik bagi makam mbah priuk mbuat tenang keluarga alm seluruh santri",0
"15939.content","cerita ubah mulai besok pasti viral ramai kisah antasari saing berita",0
"15940.content","memang badai belum reda semoga besok waras pilih bapak",1
"15941.content","saya bertanya apakah memang tidak boleh maju gubernur jakarta massssivee sangatt",-1
"15942.content","sabar ya bapak bapak baru ngerasain fitnah tidak enak",1
"15943.content","bapak ahokdjarot surya bantu doa agar bp ahokdjarot menang kami keluarga sayang bapak ahokdjarot jaga jakarta kami",1
"15944.content","kalao ktp saya jakarta saya bakal pilih sudah bukti hasil kerja tulus jujuran hati sangat mulia",1
"15945.content","kutip rasul paulus gbu",0
"15946.content","semoga besok menang satu putar bapak",1
"15947.content","andai saya orang jakarta ktp jakarta atau punya suara jakarta pasti saya coblos bapak ahokdjarot",1
"15948.content","saya tahun kali kejkt jkt sejak pimpin makn cakep kayak",1
"15949.content","satu putar ahokdjarot jarot besok",1
"15950.content","sudah nyiapin kamar belum rs jiwa buat besok kalah satu putar",-1
"15951.content","nyinggung agm orang brkta milih brdsarknagama inkonstitusional",-1
"15952.content","bapak saya brtanya tidak boleh orang lanjut program sudah jalan timbang dianggurin mangkrak bgtu",-1
"15953.content","jauh eropa balik buat ikut pilkada dki mereka cerita maju bawah kepemimpinan bapak mantap",1
"15954.content","polling bloon",-1
"15955.content","saya kagum anda sbgai pemimpin bapak semoga menang pilkada besok",1
"15956.content","selamat antikorupsidunia peser rupiah bukan kita tanggung jawab akhirat kelak",0
"15957.content","tanya balik mungkin patut tanya kenapa partai bapak niat banget bikin angket bapak",-1
"15958.content","saya tidak benci saya bragama bretnis dia statusny dakwa bro",-1
"15959.content","makanya jangan suka halangin bapak bapak kerja bersih tulus iklas bukan seperti mantan",1
"15960.content","terimakasih bapak ahokdjarot engkau berik teladan tentang jujuran tegas konsistensi tegar lawan fitnah",1
"15961.content","mantan presiden bakar jenggot",-1
"15962.content","jabat lain pecat dakwa bahkan penjara beda ya",-1
"15963.content","kapan korupsi tidak dengar telinga bapak ahokdjarot",-1
"15964.content","saya putus pilih pemimpin telah wujud jakarta kota so sweet yaitu",1
"15965.content","semoga sukses sudah kita raih modal lebih baik",1
"15966.content","kenapa tidak dibrhentikan gubernur ya kata hukum panglima pilihkasih",-1
"15967.content","semoga bpak besok menang ya robal alamin",1
"15968.content","apakah hilang konstitusi hny non muslim hingga kalian begitu masif fitnah",-1
"15969.content","unggul agussylvi buncit tidak",1
"15970.content","mantraaaaaap",1
"15971.content","raja nainggolan serum lo tumpal parhusip nainggolan",0
"15972.content","saya makassar doa harap semoga bapak ahokdjarot menang slu lindung",1
"15973.content","ayo bapak kami butuh anda selamat jakarta para koruptor",1
"15974.content","tetap bilang hoax padahal mata mreka lihat rasa",-1
"15975.content","pemimpin sprt layak bwt mmpin jakarta jlss crdasnya paslon nomr bapak",1
"15976.content","cina satu begitu sejuk tidak kayak tetangga ahokdjarot",1
"15977.content","swkuat apa setinggi apa jabat kalian wahay akn kalian seongg",-1
"15978.content","lucu bener",0
"15979.content","bakal kangen bapak",1
"15980.content","berlaku buat pilkada daerah jakarta khusus buat dijakarta bukan cari gubernur cari ulama",-1
"15981.content","keren jauh tau",1
"15982.content","jika benar tidak usah takut contoh bapak sandung masalah berat sekalipun dia hadapin tanpa dikit curhat media sosial",1
"15983.content","apa ni patai demokrat ngotot bnget takut apa krna bapak orang jjur",-1
"15984.content","om tante jangan lupa pilih papah ahokdjarot besok feb jakarta makin bersih tang tang koruptor",1
"15985.content","jangan pilih kriminalisasi antasari",-1
"15986.content","saat muslim kembali rebut jakarta nista demi jakarta lebih baik mari satu",-1
"15987.content","lajutkan juang bapak",1
"15988.content","baru kali buah pilkada libat emosi hampir sparoh duduk indonesia",0
"15989.content","rakyat mana pola pikir layan ap minta layan bda amat statmen saya hanya ayan",0
"15990.content","nomor call center jakarta pilih bapak",0
"15991.content","bener beliau uda sepi  n eksis ya harus serang ahokdjarot alias numpang tenar lewat",-1
"15992.content","semua boleh bapak masuk bapak boleh",1
"15993.content","dukung bapak ahokdjarot af",1
"15994.content","terima kasih atas hati dukung doa bapak",1
"15995.content","thanks radja",1
"15996.content","salut ama bapak ayo besok",1
"15997.content","terimakasih sudah buat jkt lbh manusiawi ramah mata indah",1
"15998.content","tuhan berkat tetap terang garam dunia gbu",1
"15999.content","mohon jangan hina pakai sunnah",-1
"16000.content","radja for ahokdjarot dajeee ahokdjarot",1
"16001.content","apa hasil besok bapak tetap juwaranya",1
"16002.content","dian kayak orang alergi benda mati ya rumah jembatan jalan dll benda mati hidup diutan",-1
"16003.content","sayang langit bumi berik adil utknya",1
"16004.content","mak besok pilih siapaaa saya yaelahhhh mama ya jelasss bapak tidak mak iyalahh mauu pilihh siapaa kerja nyata",1
"16005.content","gokiiiillllllllll",1
"16006.content","semoga tidak keluar fatwa haram hadap fans fpi mu dukung",-1
"16007.content","sukses bapak besok tuhan yesus berkat fef",1
"16008.content","iyaaa kejut buat saya bangga punya pemerintahan sekarang berantas korupsi terus bapak",1
"16009.content","gare gare bacot ya",-1
"16010.content","musim pilkada buruk tidak tidak saling jatuh satu lain semoga depan lbh baik",0
"16011.content","radja nainggolan titip salam ahoker",1
"16012.content","bangga",1
"16013.content","suara warga dki siapa pasti",1
"16014.content","pokok sampai matiiii",1
"16015.content","bapak nama bapak nyata dengar harum sampai ujung dunia main belgia ikut doa bapak jauh",1
"16016.content","harus mendagri minta fatwa bukan ma mu ac ac ac",0
"16017.content","tuju aktif",0
"16018.content","saya sudah pasti dia sudah punya bukti banyak buat jakarta sudah tidak diraguin",1
"16019.content","bapak salut baur anda duduk anda semoga harmonis lanjut",1
"16020.content","sbg saudara iman doa bapak ingat ul mk sgl bngsa bumi akn lihat bhw nama tuhan akn sebut atas mtk tkt kpdmu",0
"16021.content","smnjak bapak gubernur izin syuting tidak pungli budget produksi irit bener tidak om",1
"16022.content","rajin ya bapak duduk jakarta perlu ubah wujud bagai masyarkat kota lebih baik",1
"16023.content","beda beda tetap satu jua",0
"16024.content","siap curang curang kalian benar matang jika sampai ahokdjarot menang kita buru kalian",-1
"16025.content","terimakasih bapak ahokdjarot rumah kami tidak banjir tuhan sudah dengar doa kami berik gubernur hebat spt anda",1
"16026.content","usut terus bapak",0
"16027.content","senja kalijodo keren",1
"16028.content","jangan pilih koruptor sumberwaras nista agama",-1
"16029.content","tolong jawab hati kecil nurani bapak salah apa bapak bapak",-1
"16030.content","apa bapak punya salah fatal hati bapak",0
"16031.content","ibarat film angling darma golong putih lain hitam",1
"16032.content","bajak paling",0
"16033.content","pasti omongin kl tidak salah bapak salah bapak pasti hati mereka pokokknya semua gara mereka bdua",-1
"16034.content","saya",1
"16035.content","korupsi semua yok pilih gubernur berani lawan korupsi dia ahokdjarot ahokdjarot",1
"16036.content","ya tuhan ya tuhan kami sadar mereka supaya kembali jalan lurus",0
"16037.content","kayak gusdur asal mangap",-1
"16038.content","tps bagaimana tps aman ya tidak banjir ya kali matane picek",1
"16039.content","rakyat mana presiden saya bapak gubernur saya bapak lo sapa",1
"16040.content","tambah sedikit fungsi mata lihat realita bukan angin sorga yegak bapak",1
"16041.content","om aniessandi kamu hidup negara mana enakmen omong kayak tidak pernah punya dosa",-1
"16042.content","jokowi benar harus tegak walaupun langit runtuh",0
"16043.content","manusia apa hewan ya ancam bunuh penggal kepala didik fpi je",-1
"16044.content","om aniessandi laku cawagubmu mau buka baju depe cermin diri sendiri belum cerm",-1
"16045.content","tuhan slalu punya rencana baik bapak saya yakin percaya kembali gubernur salam periode",1
"16046.content","mama sejak wiliardi buka mulut sambil nangis mama tahu",0
"16047.content","tuhan dengar doa orang aniaya ahokdjarot ahokdjarot jawsabannya",1
"16048.content","antasari saya tidak bohong ma mama ya sudah tahu saya",0
"16049.content","pilih gubernur tidak punya penting kaya dinasti afiliasi fpi",1
"16050.content","poko bapak harus menang cuma bapak ahokdjarot kaya hasil bikin jakarta lebih s",1
"16051.content","bersorban tidak bersorban beda",0
"16052.content","apa bapak bapak antasari mereka dua salah apa ibu pertiwi",1
"16053.content","bebas demi adil",1
"16054.content","tuju bapak menteri pilih rahasia gantung pemilihnya tolong bapak bs lebih bijak sikap",1
"16055.content","kampong deret sudah bangun",1
"16056.content","nyata pakar kriminalisasi tidak heran demo kaum banci daster tidak bs to",-1
"16057.content","apa beda masyaallah tidak kata kata",-1
"16058.content","polling yu",0
"16059.content","sidik jari rizieq tuk jalan kasus sangka leceh pancasila",-1
"16060.content","bagaimana bapak",0
"16061.content","antasari benar mama sby pasti nelpon hatta pas linglung",-1
"16062.content","saat anggota dpr sibuk angket bapak ahokdjarot malah sibuk kerja  mr",1
"16063.content","mba bs saya saya",1
"16064.content","kampung ssst kenapa orang kampung dibawax ingat nama kasar tidak sopan",-1
"16065.content","prestasi prestasi",1
"16066.content","afgan dukung gubernur dki",1
"16067.content","gubernur ahokdjarot telah laksana jalan layang tidak ahokdjarot jalan",1
"16068.content","antasari mama mana mama makan bakso",0
"16069.content","sukses buat besok bapak",1
"16070.content","semoga besok selesai polemik polemik bik kita capek coblos nomor semua kelar deg",1
"16071.content","kenapa pihak ingin bapak nonaktif",0
"16072.content","jam banjir masalah perlu solusi bukan komoditas politik anggar beda dulu",0
"16073.content","salam satu usir cina retak kebhinekaan",-1
"16074.content","sis pls share ni agar waspada kita semua jangan sampai kalah",0
"16075.content","apa sitok srengenge pemerkosa mahasiswi segera tangkap siapa gubernur jakarta",-1
"16076.content","yok besok tps",0
"16077.content","siappp bapak",1
"16078.content","hanya ahokdjarot sepertin",1
"16079.content","kinerja bagus wajar banyak dukung warga jakarta",1
"16080.content","apa pilkada dki jakarta isu sara bawa ya otak fpi tuk ambisiuas kuasa",-1
"16081.content","belum berapa banding dahsyat fitnah tuduh keji hadap",-1
"16082.content","doa saya bapak semoga besok berik tuhan sehat selamat menang",1
"16083.content","kawan ahokdjarot jangan lengah aman suara tps tps anda awas curang salam dua jari fef fef",1
"16084.content","apa sitok srengenge pemerkosa mahasiswi akn segera tangkap siapa gubernur jakarta",-1
"16085.content","masuk kerja hari sudah sangat banyak hal resin salah satu",1
"16086.content","kita ingin jakarta masjid baguuuuuss",1
"16087.content","gubernur ahokdjarot manusia manusia isu gusur gusur omong konyol tidak tau kondisi benar",1
"16088.content","islam tidak ngajarin kerasan apa bunuh",0
"16089.content","warga jakarta pilih peminpin baik pedoman warga jakarta tahun depan",1
"16090.content","apakah cermin orang islam tentu tidak didik radikalisme orang bahaya",-1
"16091.content","monyet",-1
"16092.content","beda bapak dia berani lawan mengobrak abrik budaya korupsi",1
"16093.content","cina mana paham dia konstitusi indonesia hanya orang indonesia paham indonesia bukan cina",-1
"16094.content","ubah demi ubah sudah kita lihat kita butuh pemimpin sperti berik ubah disetiap wak",1
"16095.content","semua pasti untung ya buat warga buat pemerintah",0
"16096.content","turut saya pidana rizieq dia hina pancasila selalu hormat",-1
"16097.content","mimin selalu suka quotes bapak penuh makna inspiratif",1
"16098.content","jangan lupa ya bro besok coblos nomor satu putar periode pilih gubernur ahokdjarot ahokdjarot",1
"16099.content","tendang jatim",1
"16100.content","jangan ikut nyebar hoax brow mereka kaum sumbu pendek",-1
"16101.content","saya bukan warga jakarta saya doa dukung bapak gubernur jakarta bebas jakarta korupsi",1
"16102.content","giat serah tong pi siap hari hpsn kepada",0
"16103.content","jangan pernah gentar bapak rakyat selalu setia dukung",1
"16104.content","tuju aktif spy dia masih gerak kampanye selubung lain tidak",-1
"16105.content","tuju buat rajin pake appraisal ya bapak be",1
"16106.content","benar sayang mulut otak hati susah banget buat benar",-1
"16107.content","senyum tulus sulit n berat terima bila nanti hrs brganti mimik wjh fake aniessandi",1
"16108.content","bapak dapet salam roma bapak pic",1
"16109.content","makin seru politik tanah air horeee",1
"16110.content","selamat malam bapak anda sehat",-1
"16111.content","selamat bapak menang nnek saya yakin bhkan brdoa stiap tdur pda mmpiny anda mndpt berkah",1
"16112.content","buseeett bapak tidak capek ngelilingin tu meja",0
"16113.content","terus juang tegak benar adil bapak semangat",1
"16114.content","waspada",0
"16115.content","baru kali jumlah lumayan bnyk",0
"16116.content","bapak beye lupa ahokdjarot sangat kuat injak fitnah terus bapak baik bapak beye ajar bapak",1
"16117.content","bapak valentine bapak malu tutupmukapaketelapaktangan",0
"16118.content","siap coblos bapak februari keluarga besar kami",1
"16119.content","sudah kita rasa hasil kerja patut kita tah unutk menyelsaikan tugas",1
"16120.content","bapak follback ya",1
"16121.content","seperti radja bakal boikot ma fpiers",-1
"16122.content","buta mata banjir mana",-1
"16123.content","saya tidak",0
"16124.content","semoga benar hukum buat kurir",-1
"16125.content","doa kami mu bapak ahokdjarot ahokdjarot pasti menang satu putar periode gbu",1
"16126.content","keren  abang ahokdjarot",1
"16127.content","alah paling suruh terus bayar buat tweet kaya gin",-1
"16128.content","semua media rata berita kecuali metro tipu",-1
"16129.content","gusur caci maki sumberwaras sampai mega proyek reklamasi belum duga makelar podomoro",-1
"16130.content","jangan salah media berita buruk ttg ahokdjarot emang fakta banyak anggar laku ahokdjarot",-1
"16131.content","media jelas tolak masyarakat metro kmaren aj usir",-1
"16132.content","berita memang apa tidak tidak demo juta orang",0
"16133.content","bapak fitnah kriminalisasi malah eletabilitas makin naik ya bapak galau terus",1
"16134.content","dua turut survei arti aniessandi",0
"16135.content","maling teriak maling jangan pilih maling",-1
"16136.content","sederhana arti bgt sehat terus ya bapak semoga masih lanjut demi senyum banyak orang",1
"16137.content","busyet emang masih jam raja bapak and kaga pernah bilang wahai rakyat",-1
"16138.content","jiah malah kampanye roma bapuk",-1
"16139.content","tetap semangat tuhan berkat gerak langkah selalu serah hari esok",1
"16140.content","doa",1
"16141.content","semoga pemimpin tulus neger berik sehat lahir bathin selalu makin terima kasih banyak bapak",1
"16142.content","wajib menang putar bapak ahokdjarot bungkam mulut busuk mereka",1
"16143.content","guncang dunia bila prestasi",0
"16144.content","cuma ahokdjarot selesa masalah dki jakarta saya pilih ahokdjarot",1
"16145.content","aniessandi aniessandi sapa bapak blusukan",0
"16146.content","guncang dunia mmd",0
"16147.content","terima kasih jika lihat curang jahat besok jangan lupa lapor via aplikasi",0
"16148.content","catat",0
"16149.content","thn datang bapak n saing warga jakarta sok ojo lali nomer",1
"16150.content","semoga sukses bapak ahokdjarot doa kami serta juang",1
"16151.content","jalan gatsu tuhmain street layan bus tidak premium lama nunggunya utama jam pulang gin cawang",0
"16152.content","seruk",0
"16153.content","keren keren foto keren hasil kerja bapak gubernur kita",1
"16154.content","uda dukung nainggolan bapak",1
"16155.content","bapak telolet bapak",0
"16156.content","malam hrs byk doa sang jago agar bsk menang putar aminyra",1
"16157.content","baik memang jangan maju dl gubernur jakarta masih dini minim alam atau",-1
"16158.content","hal status bapak bapak mantan presiden pertama sejarah baperan",-1
"16159.content","sirojudin abbas yakin publik hadap tetap kuat",1
"16160.content","muda cerdas tentu pilih orang baik pasti pilih gubernur baik",1
"16161.content","jangan antazari sbgi kambing hitam atas kalah kaca bapak",-1
"16162.content","nkri negara hormat selesa cara hukum contoh hadap hukum rilex",1
"16163.content","semoga esok bapak menang putar tuhan sellu punya cara tolong",1
"16164.content","lupa dulu ahokdjarot sohib curhat tolong simak",0
"16165.content","semoga malam dewa ndaru jatuh rumah bapak ahokdjarot ndaru rumah bapak ahokdjarot",1
"16166.content","saya keluarga pilih tidak",1
"16167.content","segar dulu",0
"16168.content","ayo guna playstore android pemantauan tps besok aman suara",1
"16169.content","reply to emang orang jatim mau terima abang den tidak patek kata mereka abang be",-1
"16170.content","radja nainggolan dukung read this",1
"16171.content","ayo guna playstore android pakai pemantauan tps besok aman suara",1
"16172.content","mimpi kamu kodok kita lihat bsk apa",-1
"16173.content","ayo guna playstore android pakai pemantauan tps beso guna aman suara",1
"16174.content","saya dua bapak",1
"16175.content","paling isi salah untung",-1
"16176.content","keren bget bapak busway sekarang telolet sekal telolet haters kejang disko",1
"16177.content","warga wajib buat mosi tidak percaya hadap fraksi sebut paling gampang besok jangan pilih calon mereka",0
"16178.content","mbak jangan sering atas nama muslim mbak jangan bawa agama mbak",-1
"16179.content","persis apa ckckckck luar biasa",1
"16180.content","persis kasus nista agama lewat fpi mu",0
"16181.content","bapak ahokdjarot adalah gubernur wagub tepat lanjut",1
"16182.content","cepat atau lambat penjara kasihan sudah juang darah nikmat orang lain",-1
"16183.content","baru sampai tadi pagi nganjuk bro",0
"16184.content","keren bgt salut saya bro",1
"16185.content","tweet pesebakbola as roma asal belgia bapak ahokdjarot",1
"16186.content","demi jakarta lebih baik baik baik dibelain kudu pulang jkt buat dukung bapak",1
"16187.content","majuuu terus bapak salam jari mantap",1
"16188.content","saya doa bapak ahokdjarot menang besok satu putar demi langsung warga dki maju jakarta semagatt",1
"16189.content","hallo ngotot minta angket apa kalian andil kas negara atau uang rakyat kenapa ngotot penjarakn bapak",-1
"16190.content","tetap nmer",1
"16191.content","bapak ahokdjarot calon walikota cimahi saya besok semangat bgt nyoblos bapak",1
"16192.content","sila abis kita ngopi tidak mau lihat gosong ngk",0
"16193.content","program sudah sejak fauzi bowo joko widodo sekarang klaim hebat",0
"16194.content","hal ketika bapak serang sana sini beliau tegar sby sek",-1
"16195.content","fitnah ancam mo bunuh santai br dgr kyk dagu ilang satu panik",1
"16196.content","amirul kita dua sakit n luka jika dizolimi",0
"16197.content","sya harap swra bsok mlbhi ekpektasi ibu mega bukti ucap menang mutlak ptaran agar plemik usai",1
"16198.content","optimisme masa depan penting sana juang sadar",0
"16199.content","feeling bukan krna sugesti tman maaf",0
"16200.content","amirul buat saya hitam putih apa saya diam",0
"16201.content","zaman modern begini pemilih pilih jelas bukti anti korup bapak masih coba apung",1
"16202.content","sudah kerja sangta baik patut kita tah",1
"16203.content","amirul saya berlaku adil suai agama kuanut saya jamin",0
"16204.content","amirul saya tidak sempurna saya usaha lurus n buat adil",0
"16205.content","amirul betapa banyak rusak buat demi pilkada",0
"16206.content","media ahoker tidak liput banjir",-1
"16207.content","tanya sm apakah tidak blh mnjd gubernur jkt jelas jamin konstitusi kenapa bapak n anggota serang keji",-1
"16208.content","amirul jangan buat rusak n buat saya tidak adil",0
"16209.content","hal sm bapak laku krew bapak dpr",-1
"16210.content","mkny group kl siar spt hasut semua klrg besar dinasti hambalang erik wah",-1
"16211.content","bapak maluuu bapak dia jamin konstitusi maju pilgub situ malah heboh mau rampas konstitusi dia",-1
"16212.content","koran sindo jatim feb angket ahokdjarot gate gulir",0
"16213.content","macet tengah matik dulu janji janji akhir waktu pilpres mane buktinye bapak jokowi dah jugak masih macet tho",-1
"16214.content","semoga pilih saya kali p p tidak keliru semoga mrk amanah kenang sbg sejarah baik anak cucu saya kelak",1
"16215.content","saya bertanya kpd tuan apakah tidak boleh maju gubernur jakarta",0
"16216.content","bukan hilang bapak pasti menang lebih baik serah malu",1
"16217.content","cak imin sudah bicara yeny wahid yeny lapor amirul",0
"16218.content","aktif kembali bapak oleh kemendagri sudah suai atur hukum",0
"16219.content","apa tidak boleh maju bapak saya bertanya apakah agussylvi yudhoyono memang tidak boleh",0
"16220.content","mantan presiden presiden calon presiden edisi dance",0
"16221.content","apakah tidak boleh maju cagub kemudian dihembuskan isu sara jatuh ahokdjarot",1
"16222.content","selamat sore bapak ahokdjarot saya mau lapor sudah hampir th ktp saya belum lurah malaka sari trimakasih bapak ahokdjarot jbu",1
"16223.content","tiada mustahil bagi tuhan semoga menang satu putar",1
"16224.content","mendagri tidak copot ahokdjarot meski angket gulir",0
"16225.content","hrs presiden tidak pusing masalah kasus cukup selesai tang menteri nyata menteri tidak ngerti",-1
"16226.content","bukan masalah boleh tidak boleh bapak jkt sudah bapak jelas anti korupsi percaya jkt lbh maju tanpa agussylvi",1
"16227.content","demi grasi rela babi piara penting menang warga dki tetap yakin muslim pilih muslim",-1
"16228.content","fraksi tolak usul angket ahokgate masih banyak prioritas lain",0
"16229.content","kini jual diri serang lawan kini lacur politik abang napi eks ketua",-1
"16230.content","tepuk tang",1
"16231.content","grasi bayar hingga diri lacur politik cara komunis menang t",-1
"16232.content","bah oce bos",1
"16233.content","mah buta mata lihat hal tidak benar mslh bapak ahokdjarot",-1
"16234.content","sholat hajat buat menang bapak",1
"16235.content","bukan tidak bangkang takut tekan tahu rezim tongkol bela",-1
"16236.content","soal pemberhentian ketua kami harus hati hati terbit fatwa soal ahokdjarot",0
"16237.content","rasa kentut preeettt",-1
"16238.content","ya radja tanks",1
"16239.content","enak ragam nas ziarah makam mbah priuk",0
"16240.content","mksdnya video potong spt video rizieq",0
"16241.content","pemimpin masa depan jakarta siapa pilih hrs lbh bijak santun n bs sejahtera janji kampanye bapak",0
"16242.content","mungkin nunggu atas manusia negur dia dlu kykny uda mngkin mo ktemu",-1
"16243.content","bukan baper emang lihat nyata colok takut tidak nyaman lihat pedih mata",-1
"16244.content","rakyat",1
"16245.content"," p ahokdjarot kita dukung anda gubernur putar",1
"16246.content","sssttttttt jangan berisik tetangga sebelah lagih uring",-1
"16247.content","woi sar bagi warga dki tidak menang rugi anda",1
"16248.content","bukti foto lain bapak",0
"16249.content","tuju mulut jamban tidak layak pemimpin",-1
"16250.content","pinter bgt adek cantik",1
"16251.content","produk cacat hkm",0
"16252.content","jauhny krakter integritas komitmen bos mnc sangat tidak pantas jabat neger ni",-1
"16253.content","mending radja main liga indonesia ikut piala president main timnas indonesia",0
"16254.content","mantap ucok",1
"16255.content","ikut proses hukum baik ya bro jangan banyak ngeluh seperti hal bapak baru saya salut",-1
"16256.content","sempat muncul berita terjun saham mnc besar mnt berita tidak ya",0
"16257.content","main bola tau untung pda mister kata dia pilih bijaksana saya pernah kejkt",1
"16258.content","makasih kami makin mantap tidak milih ahokdjarot",-1
"16259.content","pidato saat sertijab jabat plt gubernur adalah hina tambah hukum saya sngt trsnggung",-1
"16260.content","boikot juventus",-1
"16261.content","tepat sudah lebih awal kalah belum hari coblos",-1
"16262.content","fitnah bolak balik tidak cengeng twitteran mulu bapak abang agussylvi tenang bapak piknik ayo bapak",1
"16263.content","selamat sore bapak gubernur atap bocor saat hujan mohon sangat baik mengga",0
"16264.content","saya pilih bapak",1
"16265.content","nainggolan dukung ahokdjarot makin mantap saya kagak pilih ahokdjarot",1
"16266.content","radja nainggolan dukung ahokdjarot yaaaayyy",1
"16267.content","dah tidak sabar nanti hari esok walau tinggal papua tidak sabar lihat bapak ahokdjarot menang gubernur dki",1
"16268.content","sudah tau edit bahaya kamu ngeyel ngasih bukti video buniyani sengaja jerat bapak",-1
"16269.content","engga ikut nyoblos pilgub dki sudah pindah ktp doa khusuk supaya bapak menang putar",1
"16270.content","sedih ketika ikut nyoblos gabisa bapak semangat menang putar",1
"16271.content","kasus century tuntas or belum ya kasus era hati mulu",-1
"16272.content","penasaran hasil pilkada besok",0
"16273.content","mantap bapak",1
"16274.content","buat ahokdjarot",0
"16275.content","radja pilih ahokdjarot mantap thanks radja",1
"16276.content","terima kasih radja nainggolan",1
"16277.content","holy great bapak dunia",1
"16278.content","ayo ikut dukung ya",1
"16279.content","saya cinta bapak semoga kalian smw dteguhkn dkuatkn dihiburkn selalu ya with love for all of tim kotak",1
"16280.content","sudah tidak sabar menang putar selesai drama paslon",1
"16281.content","bapak manusia biasa bs salah kpn sj smpai skrng saya yakin dia asih dia siapa saya benci dia",1
"16282.content","dia adalah pemimpin telah rubah wajah jakarta lebih modern",1
"16283.content","dtengah bingung justru harapn saya kmnngn bapak smkn bsr saya ykn sbnrnya jkt bth bapak",1
"16284.content","mba bapak masih mau pilih kita coblos",-1
